shot_id,match_id,player_id,team_id,minute,x,y,xg,result,shot_type,situation,data_source
22956,1916,613,5,2,86.9400,26.6600,0.0505,Saved,Left Foot,Open Play,understat
22957,1916,619,5,11,92.1900,28.9000,0.3483,Goal,Left Foot,Open Play,understat
22958,1916,603,5,42,99.2200,28.7600,0.0470,Blocked,Head,From Corner,understat
22959,1916,593,5,43,86.8300,23.3900,0.0388,Off T,Right Foot,From Corner,understat
22960,1916,600,5,46,94.5000,49.7800,0.0237,Blocked,Right Foot,Open Play,understat
22961,1916,613,5,60,90.8200,27.5400,0.0688,Blocked,Left Foot,Open Play,understat
22962,1916,603,5,63,4.1000,33.8600,0.0000,OwnGoal,Left Foot,Open Play,understat
22963,1916,593,5,79,97.6500,34.5400,0.2866,Goal,Head,From Corner,understat
22964,1916,612,5,86,95.5500,30.8700,0.3467,Saved,Head,Open Play,understat
22965,1916,612,5,86,96.2800,26.8600,0.0334,Off T,Head,Open Play,understat
22966,1916,612,5,93,95.9700,27.3400,0.4222,Saved,Right Foot,Open Play,understat
22967,1916,612,5,93,92.4000,32.2300,0.5681,Saved,Right Foot,Open Play,understat
22968,1916,613,5,96,85.6800,23.2600,0.0344,Blocked,Left Foot,Open Play,understat
22969,1916,604,5,96,89.8800,27.1300,0.0676,Blocked,Right Foot,From Corner,understat
22970,1916,604,5,96,89.6700,28.1500,0.0566,Blocked,Right Foot,From Corner,understat
22971,1917,239,23,10,91.0300,31.1400,0.0369,Off T,Head,Open Play,understat
22972,1917,239,23,10,90.2000,35.9000,0.0221,Saved,Head,From Corner,understat
22973,1917,230,23,54,82.6300,31.8900,0.0515,Saved,Left Foot,Open Play,understat
22974,1917,239,23,56,96.7000,33.2500,0.1375,Off T,Head,Open Play,understat
22975,1917,239,23,63,96.0800,30.6000,0.4919,Saved,Left Foot,Open Play,understat
22976,1917,239,23,64,96.2800,30.8700,0.0365,Off T,Head,From Corner,understat
22977,1917,237,23,69,88.6200,48.4800,0.0309,Off T,Right Foot,Open Play,understat
22978,1917,227,23,75,85.1500,25.4300,0.0414,Saved,Right Foot,Open Play,understat
22979,1917,222,23,82,84.6300,48.0800,0.0148,Off T,Right Foot,From Corner,understat
22980,1917,391,11,19,91.8800,21.9600,0.0583,Saved,Left Foot,Open Play,understat
22981,1917,389,11,27,81.2700,41.2100,0.0302,Off T,Right Foot,From Corner,understat
22982,1917,391,11,28,80.9500,18.0900,0.0205,Saved,Left Foot,Open Play,understat
22983,1917,395,11,31,84.7300,41.0000,0.0425,Blocked,Left Foot,Open Play,understat
22984,1917,391,11,31,82.3200,20.4700,0.0155,Blocked,Left Foot,Open Play,understat
22985,1917,389,11,37,83.5800,41.1400,0.0507,Off T,Right Foot,Open Play,understat
22986,1917,395,11,45,91.9800,32.9100,0.0457,Saved,Head,Open Play,understat
22987,1917,391,11,47,80.3200,19.4500,0.0211,Saved,Left Foot,Open Play,understat
22988,1917,377,11,52,89.2500,35.2200,0.0949,Off T,Right Foot,Open Play,understat
22989,1917,389,11,80,93.5500,49.9800,0.0327,Blocked,Right Foot,Open Play,understat
22990,1917,393,11,81,83.0500,30.9400,0.0410,Off T,Left Foot,Open Play,understat
22991,1918,272,22,7,82.3200,42.3000,0.0477,Off T,Left Foot,Open Play,understat
22992,1918,261,22,8,95.2300,27.0000,0.1133,Goal,Right Foot,Open Play,understat
22993,1918,255,22,42,89.6700,48.1400,0.0503,Saved,Left Foot,Open Play,understat
22994,1918,259,22,97,93.8700,47.1900,0.0484,Off T,Left Foot,Open Play,understat
22995,1918,510,2,10,91.1400,28.0800,0.0963,Blocked,Left Foot,Open Play,understat
22996,1918,496,2,18,85.5700,21.0800,0.0271,Off T,Right Foot,Open Play,understat
22997,1918,514,2,22,94.0800,26.3800,0.0668,Off T,Right Foot,Open Play,understat
22998,1918,514,2,35,77.2800,35.0900,0.0308,Blocked,Right Foot,From Corner,understat
22999,1918,501,2,35,75.5000,34.4100,0.0147,Blocked,Right Foot,Open Play,understat
23000,1918,510,2,36,84.4200,21.9600,0.0241,Saved,Left Foot,Open Play,understat
23001,1918,508,2,46,98.0700,45.0800,0.0341,Blocked,Left Foot,Open Play,understat
23002,1918,496,2,47,98.8000,22.3000,0.0591,Blocked,Right Foot,Open Play,understat
23003,1918,508,2,52,77.8000,36.5800,0.0656,Off T,Left Foot,Direct Freekick,understat
23004,1918,515,2,53,88.2000,46.1000,0.0567,Off T,Right Foot,Open Play,understat
23005,1918,500,2,56,84.2100,44.5400,0.0327,Blocked,Left Foot,Open Play,understat
23312,1888,515,2,15,92.3000,35.0900,0.0411,Saved,Head,From Corner,understat
23006,1918,505,2,57,73.7100,29.9200,0.0110,Post,Right Foot,Open Play,understat
23007,1918,510,2,58,91.1400,19.7900,0.0316,Blocked,Left Foot,Open Play,understat
23008,1918,501,2,59,94.1800,38.1500,0.1385,Goal,Left Foot,Open Play,understat
23009,1918,505,2,78,81.4800,20.1300,0.0145,Blocked,Right Foot,Open Play,understat
23010,1918,510,2,79,83.0500,32.5700,0.0434,Blocked,Left Foot,From Corner,understat
23011,1918,484,2,80,100.9000,41.2100,0.0166,Blocked,Head,From Corner,understat
23012,1918,505,2,81,94.2900,25.1600,0.0873,Goal,Left Foot,Open Play,understat
23013,1918,500,2,92,78.0200,27.0600,0.0233,Saved,Left Foot,Open Play,understat
23014,1918,510,2,93,84.3200,23.7300,0.0425,Blocked,Left Foot,Open Play,understat
23015,1918,508,2,94,98.6000,34.2000,0.5352,Off T,Head,Open Play,understat
23016,1866,67,10,0,88.5200,35.4300,0.0682,Off T,Right Foot,Open Play,understat
23017,1866,72,10,38,89.8800,30.6000,0.0478,Saved,Right Foot,Open Play,understat
23018,1866,47,10,42,91.5600,30.0600,0.0156,Off T,Head,From Corner,understat
23019,1866,72,10,47,85.8900,38.9600,0.0767,Blocked,Right Foot,Open Play,understat
23020,1866,72,10,50,95.7600,35.9000,0.1195,Saved,Head,Open Play,understat
23021,1867,753,7,11,102.1700,30.6000,0.5709,Off T,Head,Set Piece,understat
23022,1867,766,7,20,88.5200,39.3700,0.0670,Blocked,Right Foot,Open Play,understat
23023,1867,766,7,20,99.2200,25.3000,0.0454,Blocked,Right Foot,From Corner,understat
23024,1867,766,7,32,88.6200,32.7100,0.0889,Saved,Right Foot,Open Play,understat
23025,1867,756,7,60,90.5100,36.7200,0.0766,Off T,Right Foot,Open Play,understat
23026,1867,754,7,75,84.3200,39.0300,0.0571,Blocked,Right Foot,Open Play,understat
23027,1867,756,7,81,95.1300,23.3900,0.1198,Saved,Right Foot,Open Play,understat
23028,1867,754,7,85,89.6700,28.6300,0.0860,Off T,Left Foot,Open Play,understat
23029,1867,756,7,87,92.8200,18.5600,0.0178,Blocked,Left Foot,From Corner,understat
23030,1867,1161,8,39,91.0300,25.7700,0.0634,Blocked,Right Foot,Open Play,understat
23031,1868,119,6,3,89.0400,34.6100,0.0894,Off T,Left Foot,Open Play,understat
23032,1868,121,6,4,86.8300,40.7300,0.0789,Blocked,Left Foot,Open Play,understat
23033,1868,110,6,32,98.1800,33.7300,0.5074,Goal,Right Foot,Open Play,understat
23034,1868,110,6,69,79.5900,52.7000,0.0401,Off T,Left Foot,Direct Freekick,understat
23035,1868,123,6,82,83.7900,25.5700,0.0297,Off T,Right Foot,Open Play,understat
23036,1869,550,21,23,97.5500,38.0800,0.0633,Off T,Head,Open Play,understat
23037,1869,541,21,32,97.2300,38.7600,0.5696,Off T,Left Foot,Open Play,understat
23038,1869,551,21,69,95.0200,21.2800,0.0758,Saved,Right Foot,Open Play,understat
23039,1869,534,21,73,93.0300,25.5700,0.0121,Off T,Head,From Corner,understat
23040,1869,541,21,92,76.2300,36.4500,0.0195,Off T,Right Foot,Open Play,understat
23041,1870,441,25,41,79.7000,31.4200,0.0390,Blocked,Left Foot,Open Play,understat
23042,1870,440,25,45,95.3400,34.4100,0.3117,Off T,Head,From Corner,understat
23043,1870,435,25,47,89.3500,23.6000,0.0684,Off T,Right Foot,Open Play,understat
23044,1870,435,25,52,97.0200,39.5100,0.4827,Goal,Left Foot,Open Play,understat
23045,1870,440,25,55,89.3500,23.2600,0.0739,Goal,Right Foot,Open Play,understat
23046,1870,440,25,64,101.3200,28.5600,0.4379,Off T,Right Foot,Open Play,understat
23047,1870,408,25,78,78.4300,39.7800,0.0253,Blocked,Left Foot,Open Play,understat
23048,1870,442,25,89,100.9000,34.1400,0.7445,Goal,Right Foot,Open Play,understat
23049,1871,29,26,4,94.1800,44.8800,0.2407,Goal,Left Foot,Open Play,understat
23050,1871,39,26,30,75.2800,22.4400,0.0209,Blocked,Right Foot,Open Play,understat
23051,1871,39,26,54,96.6000,45.7600,0.3269,Off T,Left Foot,Open Play,understat
23052,1871,25,26,61,85.6800,33.7300,0.0791,Saved,Right Foot,Open Play,understat
23053,1871,6,26,70,102.3800,42.5700,0.0758,Off T,Left Foot,Set Piece,understat
23054,1871,157,9,3,89.5700,44.9500,0.0560,Off T,Right Foot,Open Play,understat
23055,1871,150,9,24,85.8900,33.7300,0.1692,Saved,Right Foot,Direct Freekick,understat
23056,1871,150,9,26,81.1700,39.7100,0.0254,Off T,Right Foot,Open Play,understat
23057,1871,132,9,37,76.5500,44.0600,0.0172,Saved,Right Foot,Open Play,understat
23058,1871,132,9,37,99.2200,37.8800,0.0636,Blocked,Head,From Corner,understat
23059,1871,157,9,50,91.3500,46.3800,0.0453,Saved,Left Foot,Open Play,understat
23060,1871,139,9,51,74.8700,36.2400,0.0140,Saved,Left Foot,From Corner,understat
23061,1871,160,9,53,88.7200,21.9600,0.0355,Saved,Left Foot,Open Play,understat
23062,1871,157,9,54,94.1800,34.0000,0.2799,Off T,Head,Open Play,understat
23063,1871,157,9,66,96.3900,30.6700,0.1279,Off T,Left Foot,Open Play,understat
23064,1871,155,9,66,99.5400,33.8000,0.1378,Blocked,Left Foot,Open Play,understat
23065,1871,157,9,68,92.9200,34.0000,0.7433,Goal,Right Foot,Penalty,understat
23066,1871,157,9,72,87.7800,50.5900,0.0416,Off T,Right Foot,Open Play,understat
23067,1871,164,9,85,89.2500,27.5400,0.3343,Off T,Right Foot,Open Play,understat
23068,1871,164,9,92,92.5000,28.2200,0.0361,Off T,Head,Open Play,understat
23069,1872,515,2,3,101.8500,41.0000,0.0829,Off T,Left Foot,Open Play,understat
23070,1872,505,2,3,100.9000,25.8400,0.3461,Post,Right Foot,Open Play,understat
23071,1872,508,2,3,94.5000,37.9400,0.1175,Blocked,Left Foot,Open Play,understat
23072,1872,508,2,9,80.0100,35.9000,0.0268,Saved,Left Foot,Open Play,understat
23073,1872,515,2,13,85.6800,36.3100,0.0564,Saved,Right Foot,Open Play,understat
23074,1872,515,2,16,99.5400,35.6300,0.1193,Blocked,Head,Set Piece,understat
23075,1872,508,2,19,95.7600,29.3100,0.3084,Goal,Left Foot,Open Play,understat
23076,1872,515,2,23,91.2500,39.1700,0.3572,Goal,Left Foot,Open Play,understat
23077,1872,505,2,38,76.2300,24.7500,0.0219,Saved,Right Foot,Open Play,understat
23078,1872,505,2,40,89.5700,35.0200,0.1239,Post,Right Foot,Open Play,understat
23079,1872,515,2,45,84.3200,33.3200,0.1399,Blocked,Right Foot,Direct Freekick,understat
23080,1872,484,2,46,96.7000,33.1800,0.0634,Off T,OtherBodyPart,From Corner,understat
23081,1872,496,2,46,95.1300,33.0500,0.0958,Goal,Right Foot,From Corner,understat
23082,1872,505,2,49,95.9700,42.0200,0.1316,Blocked,Left Foot,Open Play,understat
23083,1872,508,2,54,95.3400,41.5500,0.4759,Saved,Left Foot,Open Play,understat
23084,1872,505,2,54,85.8900,49.9800,0.0252,Off T,Right Foot,Open Play,understat
23085,1872,515,2,56,98.6000,22.6400,0.2526,Post,Right Foot,Open Play,understat
23086,1872,508,2,63,101.6400,36.5800,0.6885,Goal,Left Foot,Open Play,understat
23087,1872,508,2,71,95.4500,36.3100,0.6527,Goal,Left Foot,Open Play,understat
23088,1872,505,2,81,98.9100,41.9600,0.4376,Goal,Right Foot,Open Play,understat
23089,1872,514,2,84,95.9700,37.2600,0.4119,Goal,Right Foot,Open Play,understat
23090,1872,67,10,25,91.4500,31.1400,0.0990,Off T,Right Foot,Open Play,understat
23091,1873,766,7,0,87.9900,20.9400,0.0355,Off T,Right Foot,Open Play,understat
23092,1873,751,7,23,75.5000,28.4900,0.0157,Blocked,Right Foot,Open Play,understat
23093,1873,751,7,59,81.3800,28.7000,0.0307,Off T,Right Foot,Open Play,understat
23094,1873,748,7,66,90.2000,30.7400,0.0733,Blocked,Right Foot,Open Play,understat
23095,1873,753,7,66,77.1800,30.1900,0.0144,Saved,Left Foot,Open Play,understat
23096,1873,748,7,67,84.8400,24.4800,0.0337,Off T,Left Foot,Open Play,understat
23097,1873,748,7,71,80.3200,31.2800,0.0240,Off T,Right Foot,Open Play,understat
23098,1874,528,21,7,95.0200,31.4200,0.5958,Goal,Left Foot,Open Play,understat
23099,1874,550,21,23,96.6000,33.7300,0.0679,Off T,Head,Open Play,understat
23100,1874,550,21,54,95.6500,37.4700,0.0775,Off T,Head,From Corner,understat
23101,1874,541,21,63,82.0000,46.1000,0.0241,Blocked,Right Foot,Open Play,understat
23102,1874,534,21,69,93.0300,20.0600,0.0395,Blocked,Right Foot,Open Play,understat
23103,1874,534,21,72,102.4800,39.2400,0.4741,Off T,Left Foot,From Corner,understat
23104,1874,528,21,93,75.1800,33.1200,0.0170,Blocked,Left Foot,Set Piece,understat
23105,1874,546,21,95,94.9200,40.6600,0.3811,Saved,Left Foot,Open Play,understat
23106,1874,550,21,95,92.7200,29.6500,0.1366,Goal,Right Foot,Open Play,understat
23107,1874,261,22,27,73.8200,21.0100,0.0120,Saved,Right Foot,Open Play,understat
23108,1874,250,22,38,95.5500,32.3700,0.0561,Off T,Head,Open Play,understat
23109,1874,250,22,42,73.2900,15.7100,0.0281,Saved,Right Foot,Direct Freekick,understat
23110,1874,250,22,50,68.9800,46.4400,0.0263,Off T,Right Foot,Direct Freekick,understat
23111,1874,273,22,58,95.5500,32.2300,0.0943,Blocked,Right Foot,Open Play,understat
23112,1874,254,22,58,71.6100,32.2300,0.0130,Off T,Left Foot,Open Play,understat
23113,1874,250,22,61,90.2000,40.0500,0.0561,Post,Right Foot,From Corner,understat
23114,1874,256,22,62,80.9500,19.3100,0.0197,Off T,Right Foot,Open Play,understat
23115,1874,272,22,74,80.0100,29.0400,0.0197,Blocked,Left Foot,From Corner,understat
23116,1874,250,22,85,93.0300,32.3000,0.0231,Saved,Head,Set Piece,understat
23117,1874,266,22,90,80.3200,20.8100,0.0149,Saved,Left Foot,Open Play,understat
23118,1874,272,22,90,91.9800,17.6800,0.0361,Blocked,Left Foot,From Corner,understat
23119,1874,272,22,94,91.8800,46.5800,0.0251,Blocked,Left Foot,From Corner,understat
23120,1876,351,8,12,95.8700,37.7400,0.0527,Saved,Head,Open Play,understat
23121,1876,351,8,23,95.0200,27.4000,0.0779,Goal,Left Foot,From Corner,understat
23122,1876,351,8,39,74.7600,35.7000,0.0198,Blocked,Left Foot,Open Play,understat
23123,1876,1161,8,47,82.7400,20.6000,0.0176,Blocked,Left Foot,Open Play,understat
23124,1876,351,8,58,91.0300,34.5400,0.0171,Off T,Head,Open Play,understat
23125,1876,329,8,61,84.6300,23.5300,0.0166,Off T,Left Foot,From Corner,understat
23126,1876,346,8,65,101.1200,39.1000,0.3916,Off T,Right Foot,Open Play,understat
23127,1876,346,8,69,94.2900,41.0700,0.0752,Post,Left Foot,Open Play,understat
23128,1876,333,8,70,77.9100,42.7700,0.0136,Saved,Right Foot,Open Play,understat
23129,1876,330,8,70,89.5700,19.5200,0.0173,Blocked,Right Foot,From Corner,understat
23130,1876,351,8,71,93.9800,41.9600,0.0126,Blocked,Head,From Corner,understat
23131,1876,354,8,74,85.2600,36.0400,0.0393,Off T,Right Foot,Open Play,understat
23132,1876,333,8,85,72.1300,45.1500,0.0149,Off T,Right Foot,Open Play,understat
23133,1876,329,8,94,81.0600,23.8700,0.0182,Off T,Right Foot,From Corner,understat
23134,1876,309,3,34,89.2500,26.4500,0.0135,Off T,Head,Open Play,understat
23135,1876,309,3,40,93.0300,34.0700,0.0750,Off T,Head,Open Play,understat
23136,1876,309,3,48,85.5700,33.8600,0.0537,Goal,Left Foot,Open Play,understat
23137,1876,308,3,55,101.0100,31.0800,0.6213,Saved,Right Foot,Open Play,understat
23138,1876,288,3,55,90.7200,42.1600,0.0647,Blocked,Left Foot,Open Play,understat
23139,1875,237,23,2,93.7700,37.6700,0.0856,Post,Head,Open Play,understat
23140,1875,239,23,13,89.7800,30.0600,0.0216,Off T,Head,Open Play,understat
23141,1875,237,23,22,90.6200,19.6500,0.0887,Saved,Right Foot,Open Play,understat
23142,1875,232,23,23,79.8000,49.5700,0.0115,Off T,Right Foot,Open Play,understat
23143,1875,237,23,27,93.7700,41.1400,0.0750,Blocked,Left Foot,Open Play,understat
23144,1875,232,23,42,101.1200,34.5400,0.6198,Goal,Head,Open Play,understat
23145,1875,237,23,46,95.0200,31.4200,0.1109,Off T,Left Foot,Open Play,understat
23146,1875,230,23,84,92.5000,42.4300,0.3444,Blocked,Left Foot,Open Play,understat
23147,1877,41,26,14,96.1800,23.3200,0.1777,Saved,Right Foot,Open Play,understat
23148,1877,25,26,25,82.3200,40.1900,0.0286,Saved,Right Foot,Open Play,understat
23149,1877,32,26,30,81.5800,45.3600,0.0190,Off T,Right Foot,Open Play,understat
23150,1877,25,26,47,76.4400,35.0200,0.0194,Blocked,Right Foot,Open Play,understat
23151,1877,29,26,70,96.3900,48.6900,0.0393,Saved,Right Foot,Open Play,understat
23152,1877,29,26,70,83.5800,48.0800,0.0159,Saved,Right Foot,Open Play,understat
23153,1877,39,26,73,79.0700,52.9000,0.0383,Off T,Right Foot,Direct Freekick,understat
23154,1877,29,26,87,95.6500,35.1600,0.0610,Saved,Head,Open Play,understat
23155,1877,40,26,91,97.6500,37.0600,0.0706,Off T,Head,Open Play,understat
23156,1878,681,4,15,82.1100,33.6600,0.0339,Blocked,Right Foot,Open Play,understat
23157,1878,689,4,16,100.9000,25.5700,0.0270,Blocked,Head,From Corner,understat
23158,1878,47,4,20,95.6500,35.5600,0.1288,Goal,Right Foot,From Corner,understat
23159,1878,675,4,25,84.8400,29.2400,0.0642,Off T,Right Foot,Open Play,understat
23160,1878,677,4,31,85.6800,35.0200,0.0513,Blocked,Right Foot,Open Play,understat
23161,1878,689,4,45,97.0200,35.6300,0.1470,Blocked,Head,Open Play,understat
23162,1878,689,4,46,96.3900,29.0400,0.0235,Off T,Head,From Corner,understat
23163,1878,669,4,61,90.2000,44.0600,0.1206,Goal,Left Foot,Open Play,understat
23164,1878,682,4,90,28.1400,30.3300,0.0000,OwnGoal,Right Foot,Open Play,understat
23165,1878,620,5,10,81.9000,32.2300,0.0343,Blocked,Left Foot,Open Play,understat
23166,1878,619,5,10,100.1700,34.2000,0.6007,Saved,Right Foot,Open Play,understat
23167,1878,604,5,13,82.6300,28.7600,0.0258,Blocked,Right Foot,From Corner,understat
23168,1878,619,5,28,97.6500,35.1600,0.5364,Goal,Right Foot,Open Play,understat
23169,1878,594,5,44,9.5600,32.1600,0.0000,OwnGoal,Head,Open Play,understat
23170,1878,620,5,69,79.4800,42.5700,0.0665,Off T,Left Foot,Direct Freekick,understat
23171,1878,610,5,75,86.2000,44.7400,0.1115,Saved,Right Foot,Direct Freekick,understat
23172,1878,620,5,78,85.5700,34.8200,0.0970,Off T,Right Foot,Open Play,understat
23173,1878,610,5,92,88.9300,48.8200,0.0240,Blocked,Right Foot,Open Play,understat
23174,1879,393,11,6,88.1000,47.6700,0.0316,Saved,Left Foot,Open Play,understat
23175,1879,391,11,18,86.9400,15.7100,0.0224,Blocked,Left Foot,Open Play,understat
23176,1879,393,11,18,86.2000,37.6700,0.0534,Off T,Left Foot,Open Play,understat
23177,1879,391,11,44,90.6200,19.7900,0.0448,Saved,Left Foot,Open Play,understat
23178,1879,393,11,47,89.5700,49.9100,0.0305,Blocked,Left Foot,Open Play,understat
23179,1879,391,11,51,92.5000,22.1000,0.0493,Saved,Left Foot,Open Play,understat
23180,1879,376,11,62,75.1800,28.2200,0.0171,Saved,Right Foot,Open Play,understat
23181,1879,393,11,80,82.9500,43.3800,0.0607,Off T,Left Foot,Open Play,understat
23182,1879,393,11,82,97.3300,37.2600,0.0794,Off T,Left Foot,Open Play,understat
23183,1879,389,11,82,97.3300,44.4700,0.0556,Blocked,Right Foot,Open Play,understat
23184,1879,389,11,86,83.6800,49.7800,0.0242,Saved,Right Foot,From Corner,understat
23185,1879,420,25,22,93.5500,18.1600,0.0398,Off T,Left Foot,Open Play,understat
23186,1879,415,25,29,77.7000,40.8700,0.0180,Saved,Left Foot,Open Play,understat
23187,1879,408,25,53,88.5200,18.3600,0.0358,Blocked,Right Foot,Open Play,understat
23188,1879,408,25,54,99.0200,26.0400,0.0497,Blocked,Right Foot,From Corner,understat
23189,1879,440,25,58,94.7100,37.2600,0.0573,Saved,Head,Open Play,understat
23190,1879,410,25,67,93.0300,35.2900,0.0754,Off T,Head,Set Piece,understat
23191,1879,440,25,72,92.9200,34.0000,0.7433,Goal,Right Foot,Penalty,understat
23192,1880,471,16,6,78.6500,17.6800,0.0173,Off T,Left Foot,Open Play,understat
23193,1880,471,16,35,86.2000,25.8400,0.0454,Off T,Left Foot,Open Play,understat
23194,1880,453,16,38,79.7000,40.5300,0.0216,Blocked,Left Foot,Open Play,understat
23195,1880,473,16,54,96.7000,23.5300,0.1061,Blocked,Left Foot,Open Play,understat
23196,1880,471,16,54,86.9400,35.7700,0.0749,Blocked,Left Foot,Open Play,understat
23197,1880,459,16,54,74.8700,45.3600,0.0173,Blocked,Right Foot,From Corner,understat
23198,1880,449,16,70,72.1300,39.6400,0.0102,Saved,Left Foot,Open Play,understat
23199,1880,463,16,70,82.4200,37.4000,0.0266,Off T,Right Foot,From Corner,understat
23200,1880,462,16,80,74.1300,46.7200,0.0123,Off T,Right Foot,Open Play,understat
23201,1880,464,16,83,90.0900,36.4500,0.0825,Blocked,Left Foot,Open Play,understat
23202,1880,459,16,88,78.3300,19.8600,0.0185,Off T,Right Foot,Open Play,understat
23203,1880,449,16,89,77.0700,47.8000,0.0164,Off T,Left Foot,Open Play,understat
23204,1880,123,6,18,75.9200,36.4500,0.0209,Blocked,Right Foot,Open Play,understat
23205,1881,150,9,23,79.4800,24.6200,0.0211,Saved,Right Foot,Open Play,understat
23206,1881,157,9,25,89.1500,31.8200,0.0950,Blocked,Right Foot,Open Play,understat
23207,1881,150,9,25,79.0700,27.8100,0.0169,Off T,Right Foot,Open Play,understat
23208,1881,132,9,37,96.0800,37.5400,0.0832,Off T,Head,From Corner,understat
23209,1881,160,9,48,94.6000,46.9900,0.0417,Off T,Left Foot,Set Piece,understat
23210,1881,157,9,49,89.1500,46.1700,0.0390,Blocked,Right Foot,Open Play,understat
