shot_id,match_id,player_id,team_id,minute,x,y,xg,result,shot_type,situation,data_source
25151,1720,756,7,9,79.7000,39.2400,0.0255,Off T,Right Foot,Open Play,understat
25152,1720,766,7,30,94.5000,33.0500,0.0381,Goal,Head,Open Play,understat
25153,1720,766,7,39,89.2500,46.5800,0.0370,Off T,Right Foot,Open Play,understat
25154,1720,748,7,47,78.6500,38.8300,0.0213,Blocked,Left Foot,Open Play,understat
25155,1720,753,7,45,98.6000,21.4900,0.0492,Saved,Right Foot,Open Play,understat
25156,1720,766,7,63,96.7000,32.7100,0.5501,Saved,Right Foot,Open Play,understat
25157,1720,735,7,86,95.9700,40.3200,0.0493,Off T,Head,From Corner,understat
25158,1721,508,2,3,93.9800,23.1200,0.0798,Blocked,Left Foot,Open Play,understat
25159,1721,515,2,5,94.0800,40.9400,0.0164,Off T,Head,Open Play,understat
25160,1721,502,2,24,95.8700,29.1000,0.2736,Off T,Head,From Corner,understat
25161,1721,501,2,29,93.4500,37.9400,0.4137,Goal,Right Foot,Open Play,understat
25162,1721,508,2,42,84.3200,23.7300,0.0363,Blocked,Left Foot,Open Play,understat
25163,1721,515,2,53,83.5800,42.4300,0.1003,Blocked,Right Foot,Direct Freekick,understat
25164,1721,501,2,54,90.0900,22.5100,0.0664,Off T,Left Foot,Open Play,understat
25165,1721,508,2,56,84.9500,25.4300,0.4341,Post,Left Foot,Open Play,understat
25166,1721,515,2,56,95.1300,39.3700,0.1570,Blocked,Left Foot,Open Play,understat
25167,1721,515,2,75,98.3800,33.8000,0.6034,Saved,Left Foot,Open Play,understat
25168,1721,505,2,79,97.3300,44.2700,0.0657,Off T,Right Foot,Open Play,understat
25169,1721,508,2,80,77.2800,30.6700,0.0166,Blocked,Left Foot,Open Play,understat
25170,1721,515,2,82,86.8300,31.8200,0.0590,Blocked,Right Foot,Open Play,understat
25171,1721,486,2,83,93.2400,35.5000,0.0858,Saved,Left Foot,From Corner,understat
25172,1721,508,2,85,99.8500,22.3000,0.2435,Saved,Right Foot,Open Play,understat
25173,1721,501,2,87,95.3400,26.8600,0.3715,Saved,Right Foot,Open Play,understat
25174,1722,346,8,69,92.9200,34.0000,0.7433,Goal,Left Foot,Penalty,understat
25175,1722,332,8,76,101.7500,45.7600,0.0125,Off T,Head,From Corner,understat
25176,1722,352,8,92,95.7600,28.0200,0.0267,Off T,Head,Open Play,understat
25177,1722,352,8,97,97.8600,32.5000,0.4398,Goal,Right Foot,Open Play,understat
25178,1723,144,9,18,97.3300,34.3400,0.1466,Blocked,Right Foot,Open Play,understat
25179,1723,150,9,19,75.6000,36.3100,0.0263,Goal,Right Foot,From Corner,understat
25180,1723,154,9,22,93.9800,39.3700,0.1337,Blocked,Right Foot,Open Play,understat
25181,1723,160,9,22,91.1400,44.4000,0.0783,Off T,Right Foot,Open Play,understat
25182,1723,160,9,33,91.5600,29.7200,0.4119,Goal,Right Foot,Open Play,understat
25183,1723,144,9,42,93.7700,24.4100,0.0802,Saved,Right Foot,Open Play,understat
25184,1723,152,9,42,94.6000,33.5200,0.1362,Blocked,Right Foot,Open Play,understat
25185,1723,132,9,43,95.5500,29.2400,0.3843,Off T,Left Foot,Open Play,understat
25186,1723,161,9,52,97.1200,28.0800,0.5574,Goal,Left Foot,Open Play,understat
25187,1723,160,9,59,89.9800,42.7000,0.0845,Blocked,Right Foot,Open Play,understat
25188,1723,160,9,67,92.6100,40.3900,0.1276,Saved,Right Foot,Open Play,understat
25189,1723,393,11,18,94.6000,37.8800,0.2480,Blocked,Head,Open Play,understat
25190,1723,370,11,32,94.5000,31.7600,0.0509,Off T,Head,Open Play,understat
25191,1723,393,11,34,99.8500,35.0200,0.5768,Goal,Head,Open Play,understat
25192,1723,374,11,47,79.3800,37.4700,0.0191,Off T,Right Foot,From Corner,understat
25193,1723,393,11,46,91.5600,40.8000,0.3100,Saved,Left Foot,Open Play,understat
25194,1723,393,11,59,83.2700,27.0000,0.0277,Off T,Left Foot,Open Play,understat
25195,1723,393,11,72,95.1300,48.9600,0.0419,Post,Left Foot,Open Play,understat
25196,1723,376,11,82,75.7000,39.7100,0.0124,Saved,Right Foot,Open Play,understat
25197,1723,391,11,84,92.9200,46.2400,0.1169,Goal,Left Foot,Open Play,understat
25198,1724,16,26,20,93.6600,29.3100,0.0566,Off T,Head,Open Play,understat
25199,1724,39,26,66,77.6000,34.4100,0.0651,Goal,Right Foot,Direct Freekick,understat
25200,1724,25,26,71,89.2500,47.9400,0.0527,Off T,Right Foot,Open Play,understat
25201,1724,32,26,74,80.7500,17.7500,0.0251,Off T,Right Foot,Open Play,understat
25202,1724,25,26,75,86.0000,45.4900,0.0523,Saved,Left Foot,Open Play,understat
25203,1724,6,26,88,82.3200,40.1900,0.0560,Off T,Left Foot,Open Play,understat
25204,1724,39,26,90,91.3500,36.2400,0.1132,Saved,Right Foot,Open Play,understat
25205,1724,534,21,14,80.3200,36.6500,0.0243,Off T,Left Foot,Open Play,understat
25206,1724,541,21,23,57.4400,57.1200,0.0100,Off T,Right Foot,Open Play,understat
25207,1724,541,21,37,95.4500,28.2200,0.4297,Saved,Right Foot,Open Play,understat
25208,1724,547,21,52,95.5500,28.2200,0.2929,Saved,Right Foot,Open Play,understat
25209,1724,545,21,83,89.6700,24.2800,0.0459,Blocked,Right Foot,Open Play,understat
25210,1724,528,21,88,88.4100,51.2700,0.0157,Blocked,Right Foot,Open Play,understat
25211,1724,541,21,92,94.2900,53.1800,0.0251,Off T,Left Foot,Open Play,understat
25212,1725,308,3,15,96.6000,37.8800,0.4881,Goal,Right Foot,Set Piece,understat
25213,1725,308,3,27,97.3300,34.0700,0.0950,Off T,OtherBodyPart,Open Play,understat
25214,1725,308,3,46,92.9200,34.0000,0.7433,Goal,Right Foot,Penalty,understat
25215,1725,308,3,48,94.8200,43.7900,0.1043,Saved,Left Foot,Open Play,understat
25216,1725,308,3,64,95.0200,31.0800,0.4676,Goal,Right Foot,Open Play,understat
25217,1725,311,3,75,91.0300,22.8500,0.0474,Off T,Right Foot,From Corner,understat
25218,1725,311,3,79,83.5800,22.3700,0.0341,Blocked,Left Foot,Open Play,understat
25219,1725,311,3,80,95.6500,35.9000,0.0896,Post,Head,From Corner,understat
25220,1725,311,3,82,96.0800,25.5000,0.3721,Saved,Right Foot,Open Play,understat
25221,1725,311,3,91,92.9200,34.0000,0.7433,Goal,Left Foot,Penalty,understat
25222,1726,207,1,1,79.1700,26.4500,0.0207,Saved,Right Foot,Open Play,understat
25223,1726,193,1,2,94.4000,18.6300,0.0423,Blocked,Left Foot,Open Play,understat
25224,1726,207,1,5,94.8200,46.0400,0.0775,Blocked,Left Foot,Open Play,understat
25225,1726,175,1,9,97.6500,37.9400,0.0555,Off T,Head,From Corner,understat
25226,1726,195,1,36,92.9200,34.0000,0.7433,Goal,Right Foot,Penalty,understat
25227,1726,207,1,54,78.7500,35.4300,0.0230,Off T,Left Foot,Open Play,understat
25228,1726,207,1,56,90.0900,20.4700,0.0351,Off T,Right Foot,Open Play,understat
25229,1726,207,1,75,86.0000,32.0300,0.2090,Saved,Right Foot,Open Play,understat
25230,1726,178,1,79,83.7900,46.5100,0.0237,Off T,Right Foot,Open Play,understat
25231,1726,254,22,18,94.9200,42.6400,0.0930,Blocked,Left Foot,Open Play,understat
25232,1726,266,22,18,100.1700,39.3000,0.1068,Off T,Head,From Corner,understat
25233,1726,272,22,50,75.7000,27.9500,0.0137,Goal,Left Foot,Open Play,understat
25234,1726,256,22,58,89.8800,19.0400,0.0327,Saved,Right Foot,Open Play,understat
25235,1726,272,22,75,86.2000,22.1000,0.0581,Saved,Left Foot,Open Play,understat
25236,1726,270,22,90,94.9200,32.1600,0.4692,Off T,Right Foot,Open Play,understat
25237,1727,351,8,6,93.1300,30.7400,0.1168,Saved,Right Foot,Open Play,understat
25238,1727,330,8,11,96.9200,19.3800,0.2484,Saved,Right Foot,Open Play,understat
25239,1727,351,8,26,102.1700,36.0400,0.7923,Goal,Right Foot,Open Play,understat
25240,1727,346,8,99,84.6300,20.4700,0.0220,Post,Left Foot,Open Play,understat
25241,1727,157,9,4,80.3200,48.2100,0.0186,Blocked,Right Foot,Open Play,understat
25242,1727,150,9,4,89.8800,30.0600,0.0897,Saved,Right Foot,Open Play,understat
25243,1727,157,9,14,91.9800,41.2100,0.0798,Blocked,Left Foot,Open Play,understat
25244,1727,154,9,25,84.2100,30.6000,0.0446,Off T,Right Foot,Open Play,understat
25245,1727,150,9,32,80.4300,27.9500,0.0229,Blocked,Right Foot,Set Piece,understat
25246,1727,150,9,37,77.3800,34.2000,0.0197,Off T,Right Foot,Set Piece,understat
25247,1727,160,9,40,98.1800,36.3100,0.1257,Blocked,Head,Open Play,understat
25248,1727,157,9,41,79.0700,44.7400,0.0198,Saved,Right Foot,Open Play,understat
25249,1727,157,9,42,94.8200,43.1100,0.2742,Saved,Left Foot,Open Play,understat
25250,1727,150,9,48,77.3800,38.9000,0.0196,Off T,Right Foot,Set Piece,understat
25251,1727,154,9,54,92.9200,34.0000,0.7433,Post,Right Foot,Penalty,understat
25252,1727,160,9,66,96.2800,34.6100,0.3121,Off T,Head,Open Play,understat
25253,1727,144,9,73,84.0000,23.1200,0.0269,Off T,Right Foot,Open Play,understat
25254,1727,153,9,84,95.9700,36.8600,0.5087,Goal,Left Foot,Open Play,understat
25255,1727,154,9,94,89.2500,40.8700,0.3473,Goal,Right Foot,Open Play,understat
25256,1728,272,22,14,80.9500,31.0800,0.0340,Off T,Left Foot,Open Play,understat
25257,1728,250,22,31,97.1200,35.6300,0.3628,Saved,Head,From Corner,understat
25258,1728,261,22,44,100.3800,29.7200,0.1290,Saved,Head,From Corner,understat
25259,1728,250,22,50,70.6700,35.4300,0.0338,Off T,Right Foot,Direct Freekick,understat
25260,1728,270,22,62,95.3400,20.2600,0.0476,Goal,Right Foot,Open Play,understat
25261,1728,619,5,25,96.1800,34.5400,0.4215,Goal,Left Foot,Open Play,understat
25262,1728,595,5,29,80.2200,24.9600,0.0700,Blocked,Left Foot,Direct Freekick,understat
25263,1728,619,5,30,98.2800,26.8600,0.3781,Off T,Right Foot,Set Piece,understat
25264,1728,619,5,42,88.7200,34.8200,0.1101,Blocked,Left Foot,Open Play,understat
25265,1728,605,5,42,89.1500,32.3000,0.1222,Blocked,Right Foot,Open Play,understat
25266,1728,613,5,52,81.0600,21.6200,0.0229,Saved,Right Foot,Open Play,understat
25267,1728,619,5,58,90.3000,22.1000,0.4357,Saved,Right Foot,Open Play,understat
25268,1728,613,5,65,98.3800,49.2300,0.0361,Saved,Right Foot,Open Play,understat
25269,1728,604,5,65,85.6800,32.8400,0.0724,Blocked,Right Foot,Open Play,understat
25270,1728,605,5,65,89.3500,38.5600,0.0641,Off T,Right Foot,Open Play,understat
25271,1728,604,5,71,81.9000,21.9600,0.0288,Blocked,Right Foot,Open Play,understat
25272,1728,605,5,76,82.7400,26.3200,0.0324,Off T,Right Foot,Open Play,understat
25273,1728,595,5,79,100.0700,45.5600,0.0569,Saved,Left Foot,Open Play,understat
25274,1728,612,5,82,97.5500,34.6800,0.3280,Saved,Head,Open Play,understat
25275,1728,612,5,82,96.9200,34.6100,0.5286,Blocked,Right Foot,Open Play,understat
25276,1728,594,5,83,97.5500,36.3100,0.1151,Off T,Head,From Corner,understat
25277,1728,605,5,88,96.0800,29.7800,0.0409,Saved,Head,Open Play,understat
25278,1728,610,5,90,81.3800,45.9000,0.0222,Blocked,Right Foot,Open Play,understat
25279,1728,612,5,97,99.9600,36.5200,0.3448,Off T,Head,Open Play,understat
25280,1729,407,25,22,71.5000,41.2800,0.0141,Off T,Left Foot,Open Play,understat
25281,1729,424,25,90,99.2200,30.9400,0.5651,Goal,Right Foot,Open Play,understat
25282,1730,63,10,7,91.8800,31.8900,0.0538,Off T,Head,Set Piece,understat
25283,1730,67,10,30,90.9300,43.5900,0.0645,Blocked,Left Foot,Open Play,understat
25284,1730,58,10,45,79.3800,41.8200,0.0245,Blocked,Right Foot,Open Play,understat
25285,1730,63,10,48,83.2700,43.5200,0.0278,Blocked,Right Foot,Open Play,understat
25286,1730,67,10,57,100.3800,36.0400,0.6481,Goal,Right Foot,Open Play,understat
25287,1730,67,10,63,56.9100,37.5400,0.0183,Off T,Left Foot,Open Play,understat
25288,1730,193,1,13,91.2500,33.3900,0.4070,Off T,Left Foot,Open Play,understat
25289,1730,189,1,30,75.0800,36.7200,0.0168,Off T,Right Foot,Open Play,understat
25290,1730,193,1,44,74.3400,27.6100,0.0437,Off T,Left Foot,Direct Freekick,understat
25291,1730,195,1,59,85.2600,32.9800,0.0545,Blocked,Right Foot,Open Play,understat
25292,1730,201,1,74,93.5500,35.0200,0.0334,Off T,Head,Open Play,understat
25293,1730,204,1,82,86.0000,28.2900,0.0474,Off T,Right Foot,Open Play,understat
25294,1730,207,1,94,94.1800,24.3400,0.0620,Off T,Right Foot,Open Play,understat
25295,1730,172,1,96,91.0300,21.9600,0.0410,Blocked,Right Foot,Open Play,understat
25296,1731,524,21,1,99.2200,32.1000,0.4520,Goal,Head,From Corner,understat
25297,1731,545,21,9,75.8100,44.3400,0.0211,Saved,Right Foot,Open Play,understat
25298,1731,545,21,15,98.4900,29.6500,0.1409,Blocked,Right Foot,Open Play,understat
25299,1731,531,21,16,75.1800,31.0100,0.0124,Off T,Right Foot,From Corner,understat
25300,1731,545,21,23,92.0800,31.5500,0.0240,Off T,Head,Open Play,understat
25301,1731,522,21,30,95.5500,39.3700,0.0204,Saved,Head,From Corner,understat
25302,1731,547,21,30,75.6000,34.8200,0.0187,Saved,Left Foot,From Corner,understat
25303,1731,541,21,49,85.5700,37.3300,0.0566,Off T,Right Foot,Open Play,understat
25304,1731,545,21,63,81.1700,22.5100,0.0173,Blocked,Right Foot,From Corner,understat
25305,1731,524,21,63,84.2100,37.6700,0.0486,Blocked,Right Foot,From Corner,understat
25306,1731,545,21,66,95.9700,23.1900,0.1053,Blocked,Right Foot,Open Play,understat
25307,1731,545,21,70,93.5500,18.5000,0.0566,Off T,Right Foot,Open Play,understat
25308,1731,536,21,87,91.5600,47.2600,0.0445,Blocked,Right Foot,Open Play,understat
25309,1732,376,11,7,77.4900,41.5500,0.0191,Off T,Right Foot,Open Play,understat
25310,1732,373,11,22,95.1300,33.8000,0.0337,Blocked,Head,From Corner,understat
25311,1732,393,11,23,75.8100,40.6000,0.0122,Saved,Left Foot,Open Play,understat
25312,1732,393,11,26,95.6500,50.8600,0.0310,Off T,Left Foot,Open Play,understat
25313,1732,377,11,51,78.6500,24.3400,0.0140,Blocked,Right Foot,Open Play,understat
25314,1732,391,11,55,78.1200,42.3000,0.0134,Saved,Left Foot,From Corner,understat
25315,1732,373,11,62,97.1200,38.4200,0.0351,Off T,Head,From Corner,understat
25316,1732,393,11,81,80.0100,22.1700,0.0315,Blocked,Left Foot,From Corner,understat
25317,1732,374,11,82,97.1200,38.6900,0.0835,Saved,Head,From Corner,understat
25318,1732,346,8,8,91.6700,21.3500,0.1065,Blocked,Left Foot,Open Play,understat
25319,1732,351,8,45,98.6000,32.1600,0.1279,Off T,Head,From Corner,understat
25320,1732,346,8,60,94.1800,43.6600,0.2831,Goal,Left Foot,Open Play,understat
25321,1732,346,8,63,102.1700,21.6900,0.5522,Off T,Right Foot,Open Play,understat
25322,1733,25,26,16,89.7800,30.3300,0.0259,Blocked,Right Foot,Set Piece,understat
25323,1733,25,26,31,80.1200,31.4800,0.0267,Saved,Right Foot,Open Play,understat
25324,1733,29,26,48,86.0000,46.9900,0.0294,Saved,Right Foot,Open Play,understat
25325,1733,32,26,48,89.1500,37.4700,0.0727,Blocked,Right Foot,Open Play,understat
25326,1733,39,26,57,74.3400,39.1700,0.0448,Off T,Right Foot,Direct Freekick,understat
25327,1733,32,26,60,94.4000,45.7000,0.0595,Saved,Right Foot,Open Play,understat
25328,1733,33,26,87,95.1300,35.9000,0.3479,Goal,Left Foot,Open Play,understat
25329,1733,6,26,91,83.7900,44.4700,0.0276,Blocked,Left Foot,Open Play,understat
25330,1733,25,26,91,76.5500,28.9000,0.0194,Saved,Right Foot,Open Play,understat
25331,1733,29,26,92,82.4200,44.0600,0.0237,Off T,Right Foot,From Corner,understat
25332,1733,29,26,95,80.0100,33.7300,0.0271,Saved,Left Foot,Open Play,understat
25333,1733,464,16,11,89.7800,31.9600,0.0962,Post,Left Foot,Open Play,understat
25334,1733,473,16,12,80.4300,24.3400,0.0237,Off T,Right Foot,Open Play,understat
25335,1733,463,16,15,82.4200,39.3700,0.0318,Blocked,Right Foot,Open Play,understat
25336,1733,468,16,27,92.0800,47.1200,0.0714,Blocked,Left Foot,Open Play,understat
25337,1733,449,16,34,94.8200,49.6400,0.0315,Blocked,Left Foot,Set Piece,understat
25338,1733,473,16,40,89.4600,25.2300,0.0620,Blocked,Right Foot,Open Play,understat
25339,1733,462,16,59,89.2500,36.9900,0.0869,Saved,Right Foot,Open Play,understat
25340,1733,462,16,66,92.4000,32.2300,0.0272,Off T,Head,Open Play,understat
25341,1733,468,16,69,100.4800,38.4200,0.4626,Goal,Head,Open Play,understat
25342,1733,474,16,85,93.8700,36.0400,0.4373,Goal,Right Foot,Open Play,understat
25343,1734,678,4,17,88.7200,39.7800,0.0123,Off T,Head,Open Play,understat
25344,1734,665,4,23,95.3400,35.0900,0.2978,Off T,Head,Open Play,understat
25345,1734,678,4,39,76.8600,28.4900,0.0172,Saved,Right Foot,Open Play,understat
25346,1734,678,4,45,59.3200,16.8000,0.0107,Off T,Right Foot,Open Play,understat
25347,1735,110,6,2,99.6500,28.0200,0.1028,Blocked,Left Foot,Open Play,understat
25348,1735,98,6,7,69.7200,34.0700,0.0108,Off T,Left Foot,Open Play,understat
25349,1735,106,6,22,80.4300,24.8200,0.0225,Off T,Left Foot,Open Play,understat
25350,1735,119,6,50,96.5000,29.7200,0.5632,Goal,Left Foot,Open Play,understat
25351,1735,106,6,68,81.6900,22.4400,0.0289,Saved,Left Foot,Open Play,understat
25352,1735,122,6,89,87.4700,29.6500,0.0777,Saved,Right Foot,Open Play,understat
25353,1735,308,3,20,91.4500,28.8300,0.5411,Off T,Right Foot,Open Play,understat
25354,1735,283,3,32,93.1300,39.3700,0.0437,Blocked,Right Foot,Set Piece,understat
25355,1735,282,3,47,82.1100,38.4200,0.0249,Saved,Right Foot,From Corner,understat
25356,1735,301,3,56,89.2500,23.8700,0.0473,Blocked,Left Foot,Open Play,understat
25357,1735,311,3,63,89.9800,39.3000,0.1121,Saved,Left Foot,Open Play,understat
25358,1735,288,3,70,95.5500,43.3200,0.0349,Saved,Left Foot,Set Piece,understat
25359,1735,308,3,86,93.6600,33.4600,0.0326,Blocked,Head,Open Play,understat
25360,1735,308,3,86,93.6600,29.8500,0.0573,Saved,Head,Open Play,understat
25361,1735,311,3,88,83.2700,18.9700,0.0157,Off T,Left Foot,Open Play,understat
25362,1735,283,3,93,96.9200,33.9300,0.0574,Saved,Head,Open Play,understat
25363,1736,524,21,6,96.5000,32.7100,0.1086,Post,Head,From Corner,understat
25364,1736,541,21,30,90.3000,40.1900,0.0640,Goal,Left Foot,Open Play,understat
25365,1736,550,21,60,93.6600,31.4200,0.1481,Off T,Head,Set Piece,understat
25366,1736,550,21,63,89.6700,33.6600,0.0093,Saved,Head,Set Piece,understat
25367,1736,536,21,70,80.3200,39.6400,0.0220,Off T,Right Foot,Open Play,understat
25368,1736,549,21,73,100.4800,35.7700,0.5827,Goal,Head,Open Play,understat
25369,1736,529,21,81,85.2600,32.5000,0.1555,Off T,Left Foot,Direct Freekick,understat
25370,1736,522,21,83,70.8800,26.3200,0.0142,Off T,Right Foot,Open Play,understat
25371,1736,536,21,90,88.4100,24.0700,0.0678,Off T,Right Foot,Open Play,understat
25372,1736,536,21,97,79.1700,46.2400,0.0549,Blocked,Right Foot,Direct Freekick,understat
25373,1736,58,10,15,93.5500,27.0600,0.3808,Saved,Right Foot,Open Play,understat
25374,1736,63,10,16,83.0500,40.6000,0.0170,Off T,Left Foot,From Corner,understat
25375,1736,51,10,56,78.1200,44.7400,0.0536,Goal,Right Foot,Direct Freekick,understat
25376,1736,63,10,75,74.1300,32.7100,0.0169,Saved,Right Foot,Open Play,understat
25377,1736,72,10,88,78.1200,33.1200,0.0235,Off T,Right Foot,Open Play,understat
25378,1736,67,10,95,99.6500,31.0800,0.4146,Off T,Head,Open Play,understat
25379,1737,440,25,26,95.4500,36.7200,0.4818,Saved,Right Foot,Open Play,understat
25380,1737,416,25,35,97.6500,31.9600,0.3928,Goal,Head,From Corner,understat
25381,1737,416,25,61,101.9500,23.3200,0.0716,Off T,Right Foot,Open Play,understat
25382,1737,442,25,78,97.2300,28.8300,0.0282,Saved,Head,From Corner,understat
25383,1737,442,25,94,96.5000,38.4200,0.0802,Off T,Right Foot,Open Play,understat
25384,1737,442,25,95,91.6700,30.6000,0.0694,Off T,Right Foot,Open Play,understat
25385,1737,393,11,2,92.9200,34.0000,0.7433,Saved,Left Foot,Penalty,understat
25386,1737,391,11,14,82.6300,31.0100,0.0574,Blocked,Left Foot,Open Play,understat
25387,1737,391,11,34,95.8700,28.4900,0.4047,Saved,Left Foot,Open Play,understat
25388,1737,391,11,48,95.3400,21.2800,0.0735,Blocked,Right Foot,Open Play,understat
25389,1737,361,11,81,83.5800,47.3300,0.0198,Off T,Left Foot,Open Play,understat
25390,1737,391,11,87,96.2800,38.9600,0.4231,Goal,Left Foot,Open Play,understat
25391,1739,207,1,1,90.7200,25.1600,0.1095,Blocked,Right Foot,Open Play,understat
25392,1739,173,1,3,91.8800,34.3400,0.0495,Blocked,Left Foot,Set Piece,understat
25393,1739,195,1,27,94.6000,41.8200,0.0909,Blocked,Right Foot,Open Play,understat
25394,1739,191,1,27,91.3500,32.8400,0.1149,Blocked,Right Foot,Open Play,understat
25395,1739,195,1,27,91.3500,44.8800,0.0938,Blocked,Right Foot,Open Play,understat
25396,1739,172,1,54,99.8500,19.7900,0.0070,Saved,Head,Set Piece,understat
25397,1740,468,16,3,89.5700,41.6800,0.0859,Blocked,Right Foot,Open Play,understat
25398,1740,462,16,33,90.5100,36.6500,0.0448,Off T,Head,Set Piece,understat
25399,1740,468,16,33,94.7100,43.9300,0.0567,Saved,Right Foot,Open Play,understat
25400,1740,462,16,33,101.1200,33.5900,0.7034,Goal,Left Foot,Open Play,understat
25401,1740,462,16,46,91.8800,29.7200,0.1093,Saved,Right Foot,Open Play,understat
25402,1740,473,16,59,89.1500,48.8200,0.0371,Off T,Left Foot,Open Play,understat
25403,1740,473,16,87,81.6900,36.5200,0.0567,Off T,Right Foot,Open Play,understat
25404,1740,456,16,97,57.0100,67.0500,0.0062,Off T,Left Foot,Open Play,understat
25405,1740,473,16,97,62.5800,25.9800,0.0123,Saved,Right Foot,Open Play,understat
25406,1740,510,2,3,75.0800,32.5000,0.0122,Blocked,Left Foot,Open Play,understat
25407,1740,496,2,8,98.4900,35.0200,0.4451,Saved,Left Foot,Open Play,understat
25408,1740,496,2,8,100.4800,35.8400,0.5574,Saved,Left Foot,Open Play,understat
25409,1740,496,2,8,102.3800,36.6500,0.6507,Goal,Left Foot,Open Play,understat
25410,1740,502,2,17,93.4500,36.3100,0.1019,Blocked,Left Foot,Open Play,understat
25411,1740,508,2,32,102.1700,39.1700,0.3726,Off T,Head,Open Play,understat
25412,1740,515,2,40,100.2800,29.5100,0.4401,Off T,Head,Set Piece,understat
25413,1740,510,2,46,93.5500,32.3700,0.1434,Blocked,Left Foot,Open Play,understat
25414,1740,510,2,52,80.3200,32.7100,0.0257,Blocked,Left Foot,Open Play,understat
25415,1740,510,2,57,75.0800,30.9400,0.0141,Blocked,Left Foot,From Corner,understat
25416,1740,508,2,58,82.7400,46.4400,0.0241,Blocked,Left Foot,Open Play,understat
25417,1740,508,2,60,98.3800,48.8200,0.0389,Blocked,Left Foot,Open Play,understat
25418,1740,510,2,62,82.5300,20.6700,0.0235,Off T,Left Foot,Open Play,understat
25419,1740,510,2,68,84.5200,18.7700,0.0248,Saved,Left Foot,Open Play,understat
25420,1740,508,2,76,82.1100,43.7200,0.0812,Blocked,Left Foot,Direct Freekick,understat
25421,1740,503,2,79,80.7500,38.6200,0.0291,Saved,Right Foot,Open Play,understat
25422,1740,515,2,80,99.9600,33.5900,0.1134,Off T,Head,From Corner,understat
25423,1740,508,2,82,101.9500,39.7800,0.3256,Off T,Left Foot,Open Play,understat
25424,1740,510,2,89,82.1100,24.4800,0.0255,Blocked,Left Foot,From Corner,understat
25425,1741,610,5,47,80.7500,31.3500,0.0296,Off T,Right Foot,Open Play,understat
25426,1741,610,5,73,94.7100,33.8000,0.3464,Goal,Right Foot,Open Play,understat
25427,1741,754,7,25,78.9600,30.4000,0.0209,Blocked,Left Foot,Open Play,understat
25428,1741,756,7,63,94.5000,19.2400,0.0532,Off T,Right Foot,Open Play,understat
25429,1741,756,7,67,95.4500,48.3500,0.0550,Saved,Right Foot,Open Play,understat
25430,1741,754,7,70,96.6000,26.3200,0.3966,Saved,Right Foot,Open Play,understat
25431,1741,735,7,70,99.5400,31.6900,0.5990,Goal,Right Foot,Open Play,understat
25432,1741,756,7,83,95.5500,43.5200,0.0842,Saved,Right Foot,Open Play,understat
25433,1741,766,7,91,94.4000,21.6200,0.0225,Off T,Head,Set Piece,understat
25434,1742,161,9,2,101.2200,29.2400,0.5148,Off T,Right Foot,Open Play,understat
25435,1742,144,9,19,100.8000,34.3400,0.6197,Off T,Head,Open Play,understat
25436,1742,161,9,24,96.3900,38.9600,0.0943,Off T,Head,Open Play,understat
25437,1742,161,9,25,93.3500,25.7000,0.0629,Saved,Left Foot,From Corner,understat
25438,1742,160,9,29,97.5500,48.6900,0.0459,Saved,Right Foot,From Corner,understat
25439,1742,160,9,30,91.5600,36.1800,0.0482,Off T,Right Foot,From Corner,understat
25440,1742,161,9,32,101.3200,34.2700,0.7630,Goal,Left Foot,Open Play,understat
25441,1742,154,9,35,88.9300,29.5100,0.0893,Saved,Right Foot,Open Play,understat
25442,1742,139,9,39,100.4800,42.1600,0.1010,Blocked,Left Foot,Open Play,understat
25443,1742,161,9,47,94.9200,26.6600,0.1481,Saved,Left Foot,Open Play,understat
25444,1742,154,9,48,100.1700,22.9800,0.4604,Off T,Right Foot,Open Play,understat
25445,1742,150,9,49,43.7900,48.5500,0.0091,Off T,Right Foot,Open Play,understat
25446,1742,154,9,52,78.4300,6.6000,0.0105,Off T,Right Foot,Open Play,understat
25447,1742,160,9,56,93.2400,36.3100,0.4936,Goal,Right Foot,Open Play,understat
25448,1742,132,9,63,93.7700,38.0800,0.0686,Blocked,Head,Set Piece,understat
25449,1742,161,9,66,90.8200,24.2100,0.0825,Saved,Right Foot,Open Play,understat
25450,1742,154,9,78,96.2800,35.2900,0.5568,Off T,Right Foot,Open Play,understat
25451,1742,154,9,82,100.1700,32.8400,0.6693,Off T,Right Foot,Open Play,understat
25452,1742,164,9,89,96.7000,39.9800,0.1363,Blocked,Left Foot,Open Play,understat
25453,1742,154,9,90,85.1500,36.7200,0.0739,Saved,Right Foot,Open Play,understat
25454,1742,39,26,8,91.8800,18.5000,0.0602,Blocked,Right Foot,Open Play,understat
25455,1742,32,26,60,90.7200,51.4100,0.0571,Saved,Right Foot,Open Play,understat
25456,1743,681,4,2,82.4200,36.1100,0.0273,Blocked,Right Foot,From Corner,understat
25457,1743,677,4,2,83.7900,29.2400,0.0454,Blocked,Right Foot,From Corner,understat
25458,1743,689,4,31,88.9300,31.1400,0.0378,Saved,Head,Set Piece,understat
25459,1743,666,4,40,93.9800,32.8400,0.0773,Off T,Right Foot,Open Play,understat
25460,1743,677,4,50,90.0900,22.3700,0.0451,Off T,Right Foot,Open Play,understat
25461,1743,677,4,52,82.5300,37.2600,0.0345,Saved,Right Foot,Open Play,understat
